x               y               z               Bmag            
    -5.21725    -8.88849    -3.26590    12.80188
    -5.21617    -8.88727    -3.26626    12.81018
    -5.21509    -8.88605    -3.26661    12.81848
    -5.21401    -8.88483    -3.26697    12.82678
    -5.21293    -8.88361    -3.26732    12.83509
    -5.21185    -8.88240    -3.26768    12.84340
    -5.21077    -8.88118    -3.26804    12.85172
    -5.20969    -8.87996    -3.26839    12.86005
    -5.20861    -8.87874    -3.26875    12.86838
    -5.20753    -8.87752    -3.26910    12.87671
    -5.20645    -8.87630    -3.26946    12.88505
    -5.20537    -8.87508    -3.26982    12.89340
    -5.20429    -8.87386    -3.27017    12.90175
    -5.20321    -8.87264    -3.27053    12.91010
    -5.20213    -8.87143    -3.27089    12.91846
    -5.20105    -8.87021    -3.27124    12.92683
    -5.19998    -8.86899    -3.27160    12.93520
    -5.19890    -8.86777    -3.27196    12.94357
    -5.19782    -8.86655    -3.27232    12.95195
    -5.19674    -8.86533    -3.27267    12.96034
    -5.19566    -8.86411    -3.27303    12.96873
    -5.19458    -8.86289    -3.27339    12.97713
    -5.19350    -8.86167    -3.27375    12.98553
    -5.19242    -8.86046    -3.27410    12.99394
    -5.19134    -8.85924    -3.27446    13.00235
    -5.19026    -8.85802    -3.27482    13.01076
    -5.18919    -8.85680    -3.27518    13.01919
    -5.18811    -8.85558    -3.27554    13.02761
    -5.18703    -8.85436    -3.27589    13.03605
    -5.18595    -8.85314    -3.27625    13.04448
    -5.18487    -8.85192    -3.27661    13.05293
    -5.18379    -8.85070    -3.27697    13.06137
    -5.18271    -8.84948    -3.27733    13.06983
    -5.18164    -8.84827    -3.27769    13.07828
    -5.18056    -8.84705    -3.27805    13.08675
    -5.17948    -8.84583    -3.27840    13.09522
    -5.17840    -8.84461    -3.27876    13.10369
    -5.17732    -8.84339    -3.27912    13.11217
    -5.17624    -8.84217    -3.27948    13.12065
    -5.17517    -8.84095    -3.27984    13.12914
    -5.17409    -8.83973    -3.28020    13.13764
    -5.17301    -8.83851    -3.28056    13.14614
    -5.17193    -8.83730    -3.28092    13.15464
    -5.17085    -8.83608    -3.28128    13.16315
    -5.16977    -8.83486    -3.28164    13.17167
    -5.16870    -8.83364    -3.28200    13.18019
    -5.16762    -8.83242    -3.28236    13.18871
    -5.16654    -8.83120    -3.28272    13.19724
    -5.16546    -8.82998    -3.28308    13.20578
    -5.16438    -8.82876    -3.28344    13.21432
    -5.16331    -8.82754    -3.28380    13.22287
    -5.16223    -8.82632    -3.28416    13.23142
    -5.16115    -8.82511    -3.28453    13.23998
    -5.16007    -8.82389    -3.28489    13.24854
    -5.15900    -8.82267    -3.28525    13.25711
    -5.15792    -8.82145    -3.28561    13.26568
    -5.15684    -8.82023    -3.28597    13.27426
    -5.15576    -8.81901    -3.28633    13.28284
    -5.15469    -8.81779    -3.28669    13.29143
    -5.15361    -8.81657    -3.28705    13.30002
    -5.15253    -8.81535    -3.28742    13.30862
    -5.15145    -8.81413    -3.28778    13.31722
    -5.15038    -8.81292    -3.28814    13.32583
    -5.14930    -8.81170    -3.28850    13.33445
    -5.14822    -8.81048    -3.28886    13.34306
    -5.14714    -8.80926    -3.28923    13.35169
    -5.14607    -8.80804    -3.28959    13.36032
    -5.14499    -8.80682    -3.28995    13.36895
    -5.14391    -8.80560    -3.29031    13.37760
    -5.14284    -8.80438    -3.29067    13.38624
    -5.14176    -8.80316    -3.29104    13.39489
    -5.14068    -8.80194    -3.29140    13.40355
    -5.13960    -8.80072    -3.29176    13.41221
    -5.13853    -8.79951    -3.29213    13.42088
    -5.13745    -8.79829    -3.29249    13.42955
    -5.13637    -8.79707    -3.29285    13.43823
    -5.13530    -8.79585    -3.29322    13.44691
    -5.13422    -8.79463    -3.29358    13.45560
    -5.13314    -8.79341    -3.29394    13.46429
    -5.13207    -8.79219    -3.29431    13.47299
    -5.13099    -8.79097    -3.29467    13.48169
    -5.12991    -8.78975    -3.29503    13.49040
    -5.12884    -8.78853    -3.29540    13.49911
    -5.12776    -8.78731    -3.29576    13.50783
    -5.12668    -8.78609    -3.29612    13.51656
    -5.12561    -8.78488    -3.29649    13.52529
    -5.12453    -8.78366    -3.29685    13.53402
    -5.12345    -8.78244    -3.29722    13.54276
    -5.12238    -8.78122    -3.29758    13.55151
    -5.12130    -8.78000    -3.29795    13.56026
    -5.12022    -8.77878    -3.29831    13.56902
    -5.11915    -8.77756    -3.29867    13.57778
    -5.11807    -8.77634    -3.29904    13.58654
    -5.11700    -8.77512    -3.29940    13.59532
    -5.11592    -8.77390    -3.29977    13.60409
    -5.11484    -8.77268    -3.30013    13.61288
    -5.11377    -8.77146    -3.30050    13.62166
    -5.11269    -8.77024    -3.30086    13.63046
    -5.11162    -8.76903    -3.30123    13.63926
    -5.11054    -8.76781    -3.30159    13.64806
    -5.10946    -8.76659    -3.30196    13.65687
    -5.10839    -8.76537    -3.30233    13.66568
    -5.10731    -8.76415    -3.30269    13.67450
    -5.10624    -8.76293    -3.30306    13.68333
    -5.10516    -8.76171    -3.30342    13.69216
    -5.10409    -8.76049    -3.30379    13.70100
    -5.10301    -8.75927    -3.30415    13.70984
    -5.10193    -8.75805    -3.30452    13.71868
    -5.10086    -8.75683    -3.30489    13.72754
    -5.09978    -8.75561    -3.30525    13.73639
    -5.09871    -8.75439    -3.30562    13.74526
    -5.09763    -8.75317    -3.30599    13.75412
    -5.09656    -8.75195    -3.30635    13.76300
    -5.09548    -8.75074    -3.30672    13.77188
    -5.09441    -8.74952    -3.30708    13.78076
    -5.09333    -8.74830    -3.30745    13.78965
    -5.09225    -8.74708    -3.30782    13.79854
    -5.09118    -8.74586    -3.30819    13.80744
    -5.09010    -8.74464    -3.30855    13.81635
    -5.08903    -8.74342    -3.30892    13.82526
    -5.08795    -8.74220    -3.30929    13.83417
    -5.08688    -8.74098    -3.30965    13.84310
    -5.08580    -8.73976    -3.31002    13.85202
    -5.08473    -8.73854    -3.31039    13.86095
    -5.08365    -8.73732    -3.31076    13.86989
    -5.08258    -8.73610    -3.31112    13.87883
    -5.08150    -8.73488    -3.31149    13.88778
    -5.08043    -8.73366    -3.31186    13.89674
    -5.07935    -8.73244    -3.31223    13.90570
    -5.07828    -8.73122    -3.31259    13.91466
    -5.07720    -8.73000    -3.31296    13.92363
    -5.07613    -8.72878    -3.31333    13.93260
    -5.07506    -8.72756    -3.31370    13.94158
    -5.07398    -8.72635    -3.31407    13.95057
    -5.07291    -8.72513    -3.31443    13.95956
    -5.07183    -8.72391    -3.31480    13.96856
    -5.07076    -8.72269    -3.31517    13.97756
    -5.06968    -8.72147    -3.31554    13.98657
    -5.06861    -8.72025    -3.31591    13.99558
    -5.06753    -8.71903    -3.31628    14.00460
    -5.06646    -8.71781    -3.31665    14.01362
    -5.06538    -8.71659    -3.31701    14.02265
    -5.06431    -8.71537    -3.31738    14.03169
    -5.06324    -8.71415    -3.31775    14.04072
    -5.06216    -8.71293    -3.31812    14.04977
    -5.06109    -8.71171    -3.31849    14.05882
    -5.06001    -8.71049    -3.31886    14.06788
    -5.05894    -8.70927    -3.31923    14.07694
    -5.05787    -8.70805    -3.31960    14.08600
    -5.05679    -8.70683    -3.31997    14.09508
    -5.05572    -8.70561    -3.32034    14.10415
    -5.05464    -8.70439    -3.32071    14.11324
    -5.05357    -8.70317    -3.32108    14.12233
    -5.05250    -8.70195    -3.32145    14.13142
    -5.05142    -8.70073    -3.32182    14.14052
    -5.05035    -8.69951    -3.32219    14.14962
    -5.04927    -8.69829    -3.32256    14.15874
    -5.04820    -8.69707    -3.32293    14.16785
    -5.04713    -8.69585    -3.32330    14.17697
    -5.04605    -8.69463    -3.32367    14.18610
    -5.04498    -8.69341    -3.32404    14.19523
    -5.04391    -8.69219    -3.32441    14.20437
    -5.04283    -8.69097    -3.32478    14.21351
    -5.04176    -8.68975    -3.32515    14.22266
    -5.04069    -8.68853    -3.32552    14.23181
    -5.03961    -8.68731    -3.32589    14.24097
    -5.03854    -8.68609    -3.32626    14.25014
    -5.03747    -8.68487    -3.32663    14.25931
    -5.03639    -8.68365    -3.32700    14.26848
    -5.03532    -8.68243    -3.32737    14.27766
    -5.03425    -8.68121    -3.32774    14.28685
    -5.03317    -8.67999    -3.32811    14.29604
    -5.03210    -8.67877    -3.32849    14.30524
    -5.03103    -8.67755    -3.32886    14.31444
    -5.02995    -8.67633    -3.32923    14.32365
    -5.02888    -8.67511    -3.32960    14.33287
    -5.02781    -8.67389    -3.32997    14.34209
    -5.02674    -8.67267    -3.33034    14.35131
    -5.02566    -8.67145    -3.33071    14.36054
    -5.02459    -8.67023    -3.33108    14.36978
    -5.02352    -8.66901    -3.33146    14.37902
    -5.02244    -8.66779    -3.33183    14.38827
    -5.02137    -8.66657    -3.33220    14.39752
    -5.02030    -8.66535    -3.33257    14.40678
    -5.01923    -8.66413    -3.33294    14.41604
    -5.01815    -8.66291    -3.33332    14.42531
    -5.01708    -8.66169    -3.33369    14.43458
    -5.01601    -8.66047    -3.33406    14.44386
    -5.01494    -8.65925    -3.33443    14.45315
    -5.01386    -8.65803    -3.33480    14.46244
    -5.01279    -8.65681    -3.33518    14.47174
    -5.01172    -8.65559    -3.33555    14.48104
    -5.01065    -8.65437    -3.33592    14.49035
    -5.00957    -8.65315    -3.33629    14.49966
    -5.00850    -8.65193    -3.33667    14.50898
    -5.00743    -8.65071    -3.33704    14.51830
    -5.00636    -8.64949    -3.33741    14.52763
    -5.00529    -8.64827    -3.33779    14.53697
    -5.00421    -8.64705    -3.33816    14.54631
    -5.00314    -8.64583    -3.33853    14.55566
    -5.00207    -8.64461    -3.33890    14.56501
    -5.00100    -8.64339    -3.33928    14.57437
    -4.99993    -8.64217    -3.33965    14.58373
    -4.99885    -8.64094    -3.34002    14.59310
    -4.99778    -8.63972    -3.34040    14.60247
    -4.99671    -8.63850    -3.34077    14.61185
    -4.99564    -8.63728    -3.34114    14.62124
    -4.99457    -8.63606    -3.34152    14.63063
    -4.99349    -8.63484    -3.34189    14.64003
    -4.99242    -8.63362    -3.34226    14.64943
    -4.99135    -8.63240    -3.34264    14.65884
    -4.99028    -8.63118    -3.34301    14.66825
    -4.98921    -8.62996    -3.34338    14.67767
    -4.98814    -8.62874    -3.34376    14.68709
    -4.98707    -8.62752    -3.34413    14.69652
    -4.98599    -8.62630    -3.34451    14.70596
    -4.98492    -8.62508    -3.34488    14.71540
    -4.98385    -8.62386    -3.34525    14.72485
    -4.98278    -8.62264    -3.34563    14.73430
    -4.98171    -8.62142    -3.34600    14.74376
    -4.98064    -8.62019    -3.34638    14.75322
    -4.97957    -8.61897    -3.34675    14.76269
    -4.97849    -8.61775    -3.34712    14.77216
    -4.97742    -8.61653    -3.34750    14.78164
    -4.97635    -8.61531    -3.34787    14.79113
    -4.97528    -8.61409    -3.34825    14.80062
    -4.97421    -8.61287    -3.34862    14.81012
    -4.97314    -8.61165    -3.34900    14.81962
    -4.97207    -8.61043    -3.34937    14.82913
    -4.97100    -8.60921    -3.34975    14.83864
    -4.96993    -8.60799    -3.35012    14.84816
    -4.96886    -8.60677    -3.35050    14.85769
    -4.96779    -8.60554    -3.35087    14.86722
    -4.96671    -8.60432    -3.35125    14.87676
    -4.96564    -8.60310    -3.35162    14.88630
    -4.96457    -8.60188    -3.35200    14.89585
    -4.96350    -8.60066    -3.35237    14.90540
    -4.96243    -8.59944    -3.35275    14.91496
    -4.96136    -8.59822    -3.35312    14.92452
    -4.96029    -8.59700    -3.35350    14.93409
    -4.95922    -8.59578    -3.35387    14.94367
    -4.95815    -8.59455    -3.35425    14.95325
    -4.95708    -8.59333    -3.35462    14.96284
    -4.95601    -8.59211    -3.35500    14.97243
    -4.95494    -8.59089    -3.35537    14.98203
    -4.95387    -8.58967    -3.35575    14.99164
    -4.95280    -8.58845    -3.35612    15.00125
    -4.95173    -8.58723    -3.35650    15.01086
    -4.95066    -8.58601    -3.35688    15.02048
    -4.94959    -8.58479    -3.35725    15.03011
    -4.94852    -8.58356    -3.35763    15.03974
    -4.94745    -8.58234    -3.35800    15.04938
    -4.94638    -8.58112    -3.35838    15.05903
    -4.94531    -8.57990    -3.35876    15.06868
    -4.94424    -8.57868    -3.35913    15.07833
    -4.94317    -8.57746    -3.35951    15.08799
    -4.94210    -8.57624    -3.35988    15.09766
    -4.94103    -8.57501    -3.36026    15.10733
    -4.93996    -8.57379    -3.36064    15.11701
    -4.93889    -8.57257    -3.36101    15.12670
    -4.93782    -8.57135    -3.36139    15.13639
    -4.93675    -8.57013    -3.36177    15.14608
    -4.93568    -8.56891    -3.36214    15.15578
    -4.93461    -8.56769    -3.36252    15.16549
    -4.93354    -8.56646    -3.36289    15.17520
    -4.93247    -8.56524    -3.36327    15.18492
    -4.93140    -8.56402    -3.36365    15.19465
    -4.93033    -8.56280    -3.36402    15.20438
    -4.92926    -8.56158    -3.36440    15.21411
    -4.92819    -8.56036    -3.36478    15.22385
    -4.92713    -8.55913    -3.36515    15.23360
    -4.92606    -8.55791    -3.36553    15.24335
    -4.92499    -8.55669    -3.36591    15.25311
    -4.92392    -8.55547    -3.36629    15.26287
    -4.92285    -8.55425    -3.36666    15.27264
    -4.92178    -8.55303    -3.36704    15.28242
    -4.92071    -8.55180    -3.36742    15.29220
    -4.91964    -8.55058    -3.36779    15.30199
    -4.91857    -8.54936    -3.36817    15.31178
    -4.91750    -8.54814    -3.36855    15.32158
    -4.91643    -8.54692    -3.36893    15.33139
    -4.91537    -8.54569    -3.36930    15.34120
    -4.91430    -8.54447    -3.36968    15.35101
    -4.91323    -8.54325    -3.37006    15.36084
    -4.91216    -8.54203    -3.37043    15.37066
    -4.91109    -8.54081    -3.37081    15.38050
    -4.91002    -8.53959    -3.37119    15.39034
    -4.90895    -8.53836    -3.37157    15.40018
    -4.90789    -8.53714    -3.37194    15.41003
    -4.90682    -8.53592    -3.37232    15.41989
    -4.90575    -8.53470    -3.37270    15.42975
    -4.90468    -8.53347    -3.37308    15.43962
    -4.90361    -8.53225    -3.37346    15.44949
    -4.90254    -8.53103    -3.37383    15.45937
    -4.90147    -8.52981    -3.37421    15.46926
    -4.90041    -8.52859    -3.37459    15.47915
    -4.89934    -8.52736    -3.37497    15.48905
    -4.89827    -8.52614    -3.37534    15.49895
    -4.89720    -8.52492    -3.37572    15.50886
    -4.89613    -8.52370    -3.37610    15.51877
    -4.89507    -8.52247    -3.37648    15.52870
    -4.89400    -8.52125    -3.37686    15.53862
    -4.89293    -8.52003    -3.37724    15.54855
    -4.89186    -8.51881    -3.37761    15.55849
    -4.89079    -8.51759    -3.37799    15.56844
    -4.88973    -8.51636    -3.37837    15.57839
    -4.88866    -8.51514    -3.37875    15.58834
    -4.88759    -8.51392    -3.37913    15.59830
    -4.88652    -8.51270    -3.37951    15.60827
    -4.88545    -8.51147    -3.37988    15.61824
    -4.88439    -8.51025    -3.38026    15.62822
    -4.88332    -8.50903    -3.38064    15.63821
    -4.88225    -8.50781    -3.38102    15.64820
    -4.88118    -8.50658    -3.38140    15.65819
    -4.88012    -8.50536    -3.38178    15.66820
    -4.87905    -8.50414    -3.38215    15.67821
    -4.87798    -8.50292    -3.38253    15.68822
    -4.87691    -8.50169    -3.38291    15.69824
    -4.87585    -8.50047    -3.38329    15.70827
    -4.87478    -8.49925    -3.38367    15.71830
    -4.87371    -8.49802    -3.38405    15.72834
    -4.87264    -8.49680    -3.38443    15.73838
    -4.87158    -8.49558    -3.38481    15.74843
    -4.87051    -8.49436    -3.38519    15.75848
    -4.86944    -8.49313    -3.38556    15.76855
    -4.86838    -8.49191    -3.38594    15.77861
    -4.86731    -8.49069    -3.38632    15.78869
    -4.86624    -8.48946    -3.38670    15.79877
    -4.86517    -8.48824    -3.38708    15.80885
    -4.86411    -8.48702    -3.38746    15.81894
    -4.86304    -8.48580    -3.38784    15.82904
    -4.86197    -8.48457    -3.38822    15.83914
    -4.86091    -8.48335    -3.38860    15.84925
    -4.85984    -8.48213    -3.38898    15.85936
    -4.85877    -8.48090    -3.38936    15.86948
    -4.85771    -8.47968    -3.38974    15.87961
    -4.85664    -8.47846    -3.39011    15.88974
    -4.85557    -8.47723    -3.39049    15.89988
    -4.85451    -8.47601    -3.39087    15.91003
    -4.85344    -8.47479    -3.39125    15.92018
    -4.85237    -8.47356    -3.39163    15.93033
    -4.85131    -8.47234    -3.39201    15.94049
    -4.85024    -8.47112    -3.39239    15.95066
    -4.84917    -8.46989    -3.39277    15.96084
    -4.84811    -8.46867    -3.39315    15.97102
    -4.84704    -8.46745    -3.39353    15.98120
    -4.84598    -8.46622    -3.39391    15.99139
    -4.84491    -8.46500    -3.39429    16.00159
    -4.84384    -8.46378    -3.39467    16.01180
    -4.84278    -8.46255    -3.39505    16.02201
    -4.84171    -8.46133    -3.39543    16.03222
    -4.84064    -8.46011    -3.39581    16.04244
    -4.83958    -8.45888    -3.39619    16.05267
    -4.83851    -8.45766    -3.39657    16.06291
    -4.83745    -8.45644    -3.39695    16.07315
    -4.83638    -8.45521    -3.39733    16.08339
    -4.83532    -8.45399    -3.39771    16.09364
    -4.83425    -8.45277    -3.39809    16.10390
    -4.83318    -8.45154    -3.39847    16.11416
    -4.83212    -8.45032    -3.39885    16.12443
    -4.83105    -8.44909    -3.39923    16.13471
    -4.82999    -8.44787    -3.39961    16.14499
    -4.82892    -8.44665    -3.39999    16.15528
    -4.82786    -8.44542    -3.40037    16.16557
    -4.82679    -8.44420    -3.40075    16.17587
    -4.82572    -8.44297    -3.40113    16.18618
    -4.82466    -8.44175    -3.40151    16.19649
    -4.82359    -8.44053    -3.40189    16.20681
    -4.82253    -8.43930    -3.40227    16.21713
    -4.82146    -8.43808    -3.40265    16.22746
    -4.82040    -8.43686    -3.40303    16.23780
    -4.81933    -8.43563    -3.40341    16.24814
    -4.81827    -8.43441    -3.40379    16.25849
    -4.81720    -8.43318    -3.40417    16.26884
    -4.81614    -8.43196    -3.40455    16.27921
    -4.81507    -8.43073    -3.40493    16.28957
    -4.81401    -8.42951    -3.40531    16.29994
    -4.81294    -8.42829    -3.40569    16.31032
    -4.81188    -8.42706    -3.40607    16.32071
    -4.81081    -8.42584    -3.40645    16.33110
    -4.80975    -8.42461    -3.40683    16.34149
    -4.80868    -8.42339    -3.40721    16.35190
    -4.80762    -8.42216    -3.40759    16.36231
    -4.80655    -8.42094    -3.40798    16.37272
    -4.80549    -8.41972    -3.40836    16.38314
    -4.80442    -8.41849    -3.40874    16.39357
    -4.80336    -8.41727    -3.40912    16.40400
    -4.80229    -8.41604    -3.40950    16.41444
    -4.80123    -8.41482    -3.40988    16.42489
    -4.80016    -8.41359    -3.41026    16.43534
    -4.79910    -8.41237    -3.41064    16.44580
    -4.79803    -8.41114    -3.41102    16.45626
    -4.79697    -8.40992    -3.41140    16.46673
    -4.79590    -8.40870    -3.41178    16.47721
    -4.79484    -8.40747    -3.41216    16.48769
    -4.79378    -8.40625    -3.41254    16.49818
    -4.79271    -8.40502    -3.41292    16.50867
    -4.79165    -8.40380    -3.41331    16.51917
    -4.79058    -8.40257    -3.41369    16.52968
    -4.78952    -8.40135    -3.41407    16.54019
    -4.78845    -8.40012    -3.41445    16.55071
    -4.78739    -8.39890    -3.41483    16.56124
    -4.78633    -8.39767    -3.41521    16.57177
    -4.78526    -8.39645    -3.41559    16.58231
    -4.78420    -8.39522    -3.41597    16.59285
    -4.78313    -8.39400    -3.41635    16.60340
    -4.78207    -8.39277    -3.41673    16.61395
    -4.78101    -8.39155    -3.41711    16.62452
    -4.77994    -8.39032    -3.41750    16.63509
    -4.77888    -8.38910    -3.41788    16.64566
    -4.77782    -8.38787    -3.41826    16.65624
    -4.77675    -8.38665    -3.41864    16.66683
    -4.77569    -8.38542    -3.41902    16.67742
    -4.77462    -8.38420    -3.41940    16.68802
    -4.77356    -8.38297    -3.41978    16.69862
    -4.77250    -8.38175    -3.42016    16.70924
    -4.77143    -8.38052    -3.42054    16.71985
    -4.77037    -8.37929    -3.42093    16.73048
    -4.76931    -8.37807    -3.42131    16.74111
    -4.76824    -8.37684    -3.42169    16.75174
    -4.76718    -8.37562    -3.42207    16.76239
    -4.76612    -8.37439    -3.42245    16.77304
    -4.76505    -8.37317    -3.42283    16.78369
    -4.76399    -8.37194    -3.42321    16.79435
    -4.76293    -8.37072    -3.42359    16.80502
    -4.76186    -8.36949    -3.42397    16.81569
    -4.76080    -8.36827    -3.42436    16.82637
    -4.75974    -8.36704    -3.42474    16.83706
    -4.75867    -8.36581    -3.42512    16.84775
    -4.75761    -8.36459    -3.42550    16.85845
    -4.75655    -8.36336    -3.42588    16.86916
    -4.75549    -8.36214    -3.42626    16.87987
    -4.75442    -8.36091    -3.42664    16.89059
    -4.75336    -8.35969    -3.42703    16.90131
    -4.75230    -8.35846    -3.42741    16.91204
    -4.75123    -8.35723    -3.42779    16.92278
    -4.75017    -8.35601    -3.42817    16.93352
    -4.74911    -8.35478    -3.42855    16.94427
    -4.74805    -8.35356    -3.42893    16.95502
    -4.74698    -8.35233    -3.42931    16.96578
    -4.74592    -8.35110    -3.42969    16.97655
    -4.74486    -8.34988    -3.43008    16.98732
    -4.74380    -8.34865    -3.43046    16.99811
    -4.74273    -8.34742    -3.43084    17.00889
    -4.74167    -8.34620    -3.43122    17.01968
    -4.74061    -8.34497    -3.43160    17.03048
    -4.73955    -8.34375    -3.43198    17.04129
    -4.73848    -8.34252    -3.43236    17.05210
    -4.73742    -8.34129    -3.43275    17.06292
    -4.73636    -8.34007    -3.43313    17.07374
    -4.73530    -8.33884    -3.43351    17.08457
    -4.73423    -8.33761    -3.43389    17.09541
    -4.73317    -8.33639    -3.43427    17.10625
    -4.73211    -8.33516    -3.43465    17.11710
    -4.73105    -8.33394    -3.43504    17.12796
    -4.72999    -8.33271    -3.43542    17.13882
    -4.72892    -8.33148    -3.43580    17.14969
    -4.72786    -8.33026    -3.43618    17.16057
    -4.72680    -8.32903    -3.43656    17.17145
    -4.72574    -8.32780    -3.43694    17.18234
    -4.72468    -8.32658    -3.43732    17.19323
    -4.72362    -8.32535    -3.43771    17.20413
    -4.72255    -8.32412    -3.43809    17.21504
    -4.72149    -8.32290    -3.43847    17.22595
    -4.72043    -8.32167    -3.43885    17.23687
    -4.71937    -8.32044    -3.43923    17.24780
    -4.71831    -8.31921    -3.43961    17.25873
    -4.71725    -8.31799    -3.43999    17.26967
    -4.71618    -8.31676    -3.44038    17.28061
    -4.71512    -8.31553    -3.44076    17.29156
    -4.71406    -8.31431    -3.44114    17.30252
    -4.71300    -8.31308    -3.44152    17.31349
    -4.71194    -8.31185    -3.44190    17.32446
    -4.71088    -8.31063    -3.44228    17.33543
    -4.70982    -8.30940    -3.44267    17.34642
    -4.70875    -8.30817    -3.44305    17.35741
    -4.70769    -8.30694    -3.44343    17.36840
    -4.70663    -8.30572    -3.44381    17.37941
    -4.70557    -8.30449    -3.44419    17.39042
    -4.70451    -8.30326    -3.44457    17.40143
    -4.70345    -8.30203    -3.44496    17.41245
    -4.70239    -8.30081    -3.44534    17.42348
    -4.70133    -8.29958    -3.44572    17.43452
    -4.70027    -8.29835    -3.44610    17.44556
    -4.69921    -8.29712    -3.44648    17.45661
    -4.69815    -8.29590    -3.44686    17.46766
    -4.69708    -8.29467    -3.44724    17.47872
    -4.69602    -8.29344    -3.44763    17.48979
    -4.69496    -8.29221    -3.44801    17.50086
    -4.69390    -8.29099    -3.44839    17.51194
    -4.69284    -8.28976    -3.44877    17.52303
    -4.69178    -8.28853    -3.44915    17.53412
    -4.69072    -8.28730    -3.44953    17.54522
    -4.68966    -8.28608    -3.44992    17.55633
    -4.68860    -8.28485    -3.45030    17.56744
    -4.68754    -8.28362    -3.45068    17.57856
    -4.68648    -8.28239    -3.45106    17.58968
    -4.68542    -8.28116    -3.45144    17.60081
    -4.68436    -8.27994    -3.45182    17.61195
    -4.68330    -8.27871    -3.45220    17.62310
    -4.68224    -8.27748    -3.45259    17.63425
    -4.68118    -8.27625    -3.45297    17.64541
    -4.68012    -8.27502    -3.45335    17.65657
    -4.67906    -8.27380    -3.45373    17.66774
    -4.67800    -8.27257    -3.45411    17.67892
    -4.67694    -8.27134    -3.45449    17.69010
    -4.67588    -8.27011    -3.45487    17.70130
    -4.67482    -8.26888    -3.45526    17.71249
    -4.67376    -8.26765    -3.45564    17.72370
    -4.67270    -8.26643    -3.45602    17.73491
    -4.67164    -8.26520    -3.45640    17.74612
    -4.67058    -8.26397    -3.45678    17.75735
    -4.66952    -8.26274    -3.45716    17.76858
    -4.66846    -8.26151    -3.45755    17.77981
    -4.66740    -8.26028    -3.45793    17.79106
    -4.66634    -8.25905    -3.45831    17.80230
    -4.66528    -8.25783    -3.45869    17.81356
    -4.66422    -8.25660    -3.45907    17.82482
    -4.66316    -8.25537    -3.45945    17.83609
    -4.66210    -8.25414    -3.45983    17.84737
    -4.66104    -8.25291    -3.46022    17.85865
    -4.65998    -8.25168    -3.46060    17.86994
    -4.65892    -8.25045    -3.46098    17.88124
    -4.65786    -8.24922    -3.46136    17.89254
    -4.65680    -8.24800    -3.46174    17.90385
    -4.65574    -8.24677    -3.46212    17.91516
    -4.65469    -8.24554    -3.46250    17.92648
    -4.65363    -8.24431    -3.46288    17.93781
    -4.65257    -8.24308    -3.46327    17.94915
    -4.65151    -8.24185    -3.46365    17.96049
    -4.65045    -8.24062    -3.46403    17.97184
    -4.64939    -8.23939    -3.46441    17.98319
    -4.64833    -8.23816    -3.46479    17.99455
    -4.64727    -8.23693    -3.46517    18.00592
    -4.64621    -8.23570    -3.46555    18.01730
    -4.64515    -8.23447    -3.46593    18.02868
    -4.64410    -8.23325    -3.46632    18.04007
    -4.64304    -8.23202    -3.46670    18.05146
    -4.64198    -8.23079    -3.46708    18.06286
    -4.64092    -8.22956    -3.46746    18.07427
    -4.63986    -8.22833    -3.46784    18.08569
    -4.63880    -8.22710    -3.46822    18.09711
    -4.63774    -8.22587    -3.46860    18.10854
    -4.63668    -8.22464    -3.46898    18.11997
    -4.63563    -8.22341    -3.46937    18.13141
    -4.63457    -8.22218    -3.46975    18.14286
    -4.63351    -8.22095    -3.47013    18.15432
    -4.63245    -8.21972    -3.47051    18.16578
    -4.63139    -8.21849    -3.47089    18.17725
    -4.63033    -8.21726    -3.47127    18.18872
    -4.62928    -8.21603    -3.47165    18.20020
    -4.62822    -8.21480    -3.47203    18.21169
    -4.62716    -8.21357    -3.47241    18.22319
    -4.62610    -8.21234    -3.47280    18.23469
    -4.62504    -8.21111    -3.47318    18.24620
    -4.62399    -8.20988    -3.47356    18.25771
    -4.62293    -8.20865    -3.47394    18.26924
    -4.62187    -8.20742    -3.47432    18.28077
    -4.62081    -8.20619    -3.47470    18.29230
    -4.61975    -8.20496    -3.47508    18.30384
    -4.61870    -8.20373    -3.47546    18.31539
    -4.61764    -8.20250    -3.47584    18.32695
    -4.61658    -8.20127    -3.47622    18.33851
    -4.61552    -8.20004    -3.47660    18.35008
    -4.61446    -8.19881    -3.47699    18.36166
    -4.61341    -8.19758    -3.47737    18.37324
    -4.61235    -8.19635    -3.47775    18.38483
    -4.61129    -8.19512    -3.47813    18.39642
    -4.61023    -8.19389    -3.47851    18.40803
    -4.60918    -8.19265    -3.47889    18.41964
    -4.60812    -8.19142    -3.47927    18.43125
    -4.60706    -8.19019    -3.47965    18.44288
    -4.60600    -8.18896    -3.48003    18.45451
    -4.60495    -8.18773    -3.48041    18.46615
    -4.60389    -8.18650    -3.48079    18.47779
    -4.60283    -8.18527    -3.48117    18.48944
    -4.60178    -8.18404    -3.48155    18.50110
    -4.60072    -8.18281    -3.48193    18.51276
    -4.59966    -8.18158    -3.48232    18.52443
    -4.59860    -8.18035    -3.48270    18.53611
    -4.59755    -8.17912    -3.48308    18.54780
    -4.59649    -8.17788    -3.48346    18.55949
