x               y               z               Bmag            
    -0.93731    -2.94711    -3.45578   322.16522
    -0.93658    -2.94575    -3.45515   322.50443
    -0.93586    -2.94439    -3.45452   322.84411
    -0.93514    -2.94303    -3.45389   323.18425
    -0.93442    -2.94166    -3.45326   323.52487
    -0.93369    -2.94030    -3.45262   323.86595
    -0.93297    -2.93894    -3.45199   324.20751
    -0.93225    -2.93758    -3.45136   324.54954
    -0.93153    -2.93621    -3.45072   324.89204
    -0.93081    -2.93485    -3.45009   325.23502
    -0.93009    -2.93349    -3.44945   325.57847
    -0.92937    -2.93213    -3.44882   325.92240
    -0.92864    -2.93077    -3.44818   326.26680
    -0.92792    -2.92941    -3.44755   326.61168
    -0.92720    -2.92804    -3.44691   326.95704
    -0.92648    -2.92668    -3.44628   327.30288
    -0.92576    -2.92532    -3.44564   327.64919
    -0.92504    -2.92396    -3.44500   327.99599
    -0.92432    -2.92260    -3.44436   328.34327
    -0.92360    -2.92124    -3.44373   328.69103
    -0.92288    -2.91988    -3.44309   329.03927
    -0.92217    -2.91851    -3.44245   329.38800
    -0.92145    -2.91715    -3.44181   329.73721
    -0.92073    -2.91579    -3.44117   330.08691
    -0.92001    -2.91443    -3.44053   330.43709
    -0.91929    -2.91307    -3.43989   330.78776
    -0.91857    -2.91171    -3.43925   331.13892
    -0.91785    -2.91035    -3.43861   331.49057
    -0.91714    -2.90899    -3.43796   331.84270
    -0.91642    -2.90763    -3.43732   332.19533
    -0.91570    -2.90627    -3.43668   332.54845
    -0.91498    -2.90491    -3.43604   332.90206
    -0.91427    -2.90355    -3.43539   333.25616
    -0.91355    -2.90219    -3.43475   333.61076
    -0.91283    -2.90083    -3.43410   333.96585
    -0.91212    -2.89947    -3.43346   334.32144
    -0.91140    -2.89811    -3.43282   334.67753
    -0.91068    -2.89675    -3.43217   335.03411
    -0.90997    -2.89539    -3.43152   335.39119
    -0.90925    -2.89403    -3.43088   335.74877
    -0.90854    -2.89267    -3.43023   336.10685
    -0.90782    -2.89131    -3.42959   336.46543
    -0.90711    -2.88995    -3.42894   336.82451
    -0.90639    -2.88860    -3.42829   337.18410
    -0.90568    -2.88724    -3.42764   337.54419
    -0.90496    -2.88588    -3.42699   337.90478
    -0.90425    -2.88452    -3.42635   338.26588
    -0.90353    -2.88316    -3.42570   338.62748
    -0.90282    -2.88180    -3.42505   338.98959
    -0.90210    -2.88044    -3.42440   339.35221
    -0.90139    -2.87908    -3.42375   339.71534
    -0.90068    -2.87773    -3.42310   340.07898
    -0.89996    -2.87637    -3.42245   340.44313
    -0.89925    -2.87501    -3.42179   340.80779
    -0.89854    -2.87365    -3.42114   341.17296
    -0.89782    -2.87229    -3.42049   341.53865
    -0.89711    -2.87094    -3.41984   341.90485
    -0.89640    -2.86958    -3.41918   342.27156
    -0.89569    -2.86822    -3.41853   342.63879
    -0.89497    -2.86686    -3.41788   343.00654
    -0.89426    -2.86551    -3.41722   343.37481
    -0.89355    -2.86415    -3.41657   343.74359
    -0.89284    -2.86279    -3.41591   344.11290
    -0.89213    -2.86143    -3.41526   344.48272
    -0.89141    -2.86008    -3.41460   344.85307
    -0.89070    -2.85872    -3.41395   345.22394
    -0.88999    -2.85736    -3.41329   345.59533
    -0.88928    -2.85601    -3.41263   345.96724
    -0.88857    -2.85465    -3.41197   346.33969
    -0.88786    -2.85329    -3.41132   346.71265
    -0.88715    -2.85194    -3.41066   347.08615
    -0.88644    -2.85058    -3.41000   347.46017
    -0.88573    -2.84922    -3.40934   347.83472
    -0.88502    -2.84787    -3.40868   348.20980
    -0.88431    -2.84651    -3.40802   348.58541
    -0.88360    -2.84515    -3.40736   348.96156
    -0.88289    -2.84380    -3.40670   349.33823
    -0.88219    -2.84244    -3.40604   349.71544
    -0.88148    -2.84109    -3.40538   350.09319
    -0.88077    -2.83973    -3.40472   350.47147
    -0.88006    -2.83837    -3.40406   350.85028
    -0.87935    -2.83702    -3.40339   351.22964
    -0.87864    -2.83566    -3.40273   351.60953
    -0.87794    -2.83431    -3.40207   351.98996
    -0.87723    -2.83295    -3.40140   352.37093
    -0.87652    -2.83160    -3.40074   352.75245
    -0.87581    -2.83024    -3.40008   353.13450
    -0.87511    -2.82889    -3.39941   353.51710
    -0.87440    -2.82753    -3.39875   353.90024
    -0.87369    -2.82618    -3.39808   354.28393
    -0.87299    -2.82482    -3.39741   354.66816
    -0.87228    -2.82347    -3.39675   355.05294
    -0.87157    -2.82211    -3.39608   355.43827
    -0.87087    -2.82076    -3.39541   355.82414
    -0.87016    -2.81940    -3.39475   356.21057
    -0.86946    -2.81805    -3.39408   356.59755
    -0.86875    -2.81670    -3.39341   356.98508
    -0.86805    -2.81534    -3.39274   357.37316
    -0.86734    -2.81399    -3.39207   357.76180
    -0.86664    -2.81263    -3.39140   358.15099
    -0.86593    -2.81128    -3.39073   358.54073
    -0.86523    -2.80993    -3.39006   358.93104
    -0.86452    -2.80857    -3.38939   359.32190
    -0.86382    -2.80722    -3.38872   359.71332
    -0.86312    -2.80587    -3.38805   360.10530
    -0.86241    -2.80451    -3.38738   360.49784
    -0.86171    -2.80316    -3.38671   360.89094
    -0.86101    -2.80181    -3.38603   361.28461
    -0.86030    -2.80045    -3.38536   361.67883
    -0.85960    -2.79910    -3.38469   362.07363
    -0.85890    -2.79775    -3.38401   362.46899
    -0.85820    -2.79640    -3.38334   362.86491
    -0.85749    -2.79504    -3.38266   363.26141
    -0.85679    -2.79369    -3.38199   363.65847
    -0.85609    -2.79234    -3.38131   364.05610
    -0.85539    -2.79099    -3.38064   364.45431
    -0.85469    -2.78963    -3.37996   364.85308
    -0.85398    -2.78828    -3.37929   365.25243
    -0.85328    -2.78693    -3.37861   365.65235
    -0.85258    -2.78558    -3.37793   366.05285
    -0.85188    -2.78423    -3.37725   366.45392
    -0.85118    -2.78287    -3.37658   366.85557
    -0.85048    -2.78152    -3.37590   367.25780
    -0.84978    -2.78017    -3.37522   367.66061
    -0.84908    -2.77882    -3.37454   368.06400
    -0.84838    -2.77747    -3.37386   368.46797
    -0.84768    -2.77612    -3.37318   368.87252
    -0.84698    -2.77477    -3.37250   369.27765
    -0.84628    -2.77341    -3.37182   369.68337
    -0.84558    -2.77206    -3.37114   370.08968
    -0.84488    -2.77071    -3.37046   370.49657
    -0.84419    -2.76936    -3.36977   370.90405
    -0.84349    -2.76801    -3.36909   371.31211
    -0.84279    -2.76666    -3.36841   371.72077
    -0.84209    -2.76531    -3.36773   372.13002
    -0.84139    -2.76396    -3.36704   372.53986
    -0.84070    -2.76261    -3.36636   372.95029
    -0.84000    -2.76126    -3.36567   373.36131
    -0.83930    -2.75991    -3.36499   373.77293
    -0.83860    -2.75856    -3.36430   374.18515
    -0.83791    -2.75721    -3.36362   374.59797
    -0.83721    -2.75586    -3.36293   375.01138
    -0.83651    -2.75451    -3.36225   375.42539
    -0.83582    -2.75316    -3.36156   375.84000
    -0.83512    -2.75181    -3.36087   376.25522
    -0.83442    -2.75046    -3.36019   376.67103
    -0.83373    -2.74911    -3.35950   377.08745
    -0.83303    -2.74776    -3.35881   377.50448
    -0.83234    -2.74641    -3.35812   377.92211
    -0.83164    -2.74507    -3.35743   378.34034
    -0.83095    -2.74372    -3.35674   378.75919
    -0.83025    -2.74237    -3.35605   379.17864
    -0.82956    -2.74102    -3.35536   379.59871
    -0.82886    -2.73967    -3.35467   380.01938
    -0.82817    -2.73832    -3.35398   380.44067
    -0.82747    -2.73697    -3.35329   380.86257
    -0.82678    -2.73563    -3.35260   381.28509
    -0.82609    -2.73428    -3.35191   381.70822
    -0.82539    -2.73293    -3.35121   382.13197
    -0.82470    -2.73158    -3.35052   382.55634
    -0.82401    -2.73023    -3.34983   382.98133
    -0.82331    -2.72889    -3.34913   383.40693
    -0.82262    -2.72754    -3.34844   383.83316
    -0.82193    -2.72619    -3.34775   384.26001
    -0.82124    -2.72484    -3.34705   384.68749
    -0.82054    -2.72350    -3.34636   385.11559
    -0.81985    -2.72215    -3.34566   385.54432
    -0.81916    -2.72080    -3.34496   385.97367
    -0.81847    -2.71946    -3.34427   386.40365
    -0.81778    -2.71811    -3.34357   386.83426
    -0.81709    -2.71676    -3.34287   387.26550
    -0.81639    -2.71541    -3.34218   387.69737
    -0.81570    -2.71407    -3.34148   388.12988
    -0.81501    -2.71272    -3.34078   388.56302
    -0.81432    -2.71138    -3.34008   388.99679
    -0.81363    -2.71003    -3.33938   389.43121
    -0.81294    -2.70868    -3.33868   389.86626
    -0.81225    -2.70734    -3.33798   390.30194
    -0.81156    -2.70599    -3.33728   390.73827
    -0.81087    -2.70464    -3.33658   391.17524
    -0.81018    -2.70330    -3.33588   391.61285
    -0.80949    -2.70195    -3.33518   392.05110
    -0.80881    -2.70061    -3.33448   392.49000
    -0.80812    -2.69926    -3.33377   392.92955
    -0.80743    -2.69792    -3.33307   393.36974
    -0.80674    -2.69657    -3.33237   393.81058
    -0.80605    -2.69523    -3.33166   394.25207
    -0.80536    -2.69388    -3.33096   394.69421
    -0.80468    -2.69254    -3.33026   395.13700
    -0.80399    -2.69119    -3.32955   395.58044
    -0.80330    -2.68985    -3.32885   396.02454
    -0.80261    -2.68850    -3.32814   396.46929
    -0.80193    -2.68716    -3.32743   396.91470
    -0.80124    -2.68581    -3.32673   397.36077
    -0.80055    -2.68447    -3.32602   397.80750
    -0.79987    -2.68313    -3.32532   398.25489
    -0.79918    -2.68178    -3.32461   398.70294
    -0.79849    -2.68044    -3.32390   399.15165
    -0.79781    -2.67909    -3.32319   399.60102
    -0.79712    -2.67775    -3.32248   400.05106
    -0.79644    -2.67641    -3.32177   400.50177
    -0.79575    -2.67506    -3.32106   400.95314
    -0.79507    -2.67372    -3.32036   401.40518
    -0.79438    -2.67238    -3.31964   401.85790
    -0.79370    -2.67103    -3.31893   402.31128
    -0.79301    -2.66969    -3.31822   402.76534
    -0.79233    -2.66835    -3.31751   403.22007
    -0.79165    -2.66700    -3.31680   403.67547
    -0.79096    -2.66566    -3.31609   404.13155
    -0.79028    -2.66432    -3.31538   404.58831
    -0.78959    -2.66298    -3.31466   405.04575
    -0.78891    -2.66163    -3.31395   405.50387
    -0.78823    -2.66029    -3.31324   405.96266
    -0.78755    -2.65895    -3.31252   406.42215
    -0.78686    -2.65761    -3.31181   406.88231
    -0.78618    -2.65626    -3.31109   407.34316
    -0.78550    -2.65492    -3.31038   407.80470
    -0.78482    -2.65358    -3.30966   408.26692
    -0.78413    -2.65224    -3.30895   408.72983
    -0.78345    -2.65090    -3.30823   409.19344
    -0.78277    -2.64956    -3.30751   409.65773
    -0.78209    -2.64822    -3.30680   410.12272
    -0.78141    -2.64687    -3.30608   410.58840
    -0.78073    -2.64553    -3.30536   411.05478
    -0.78005    -2.64419    -3.30464   411.52185
    -0.77937    -2.64285    -3.30392   411.98962
    -0.77869    -2.64151    -3.30320   412.45809
    -0.77801    -2.64017    -3.30248   412.92726
    -0.77733    -2.63883    -3.30176   413.39713
    -0.77665    -2.63749    -3.30104   413.86771
    -0.77597    -2.63615    -3.30032   414.33899
    -0.77529    -2.63481    -3.29960   414.81097
    -0.77461    -2.63347    -3.29888   415.28367
    -0.77393    -2.63213    -3.29816   415.75707
    -0.77325    -2.63079    -3.29744   416.23118
    -0.77257    -2.62945    -3.29671   416.70600
    -0.77189    -2.62811    -3.29599   417.18154
    -0.77121    -2.62677    -3.29527   417.65778
    -0.77054    -2.62543    -3.29454   418.13475
    -0.76986    -2.62409    -3.29382   418.61243
    -0.76918    -2.62275    -3.29309   419.09083
    -0.76850    -2.62141    -3.29237   419.56994
    -0.76783    -2.62007    -3.29164   420.04978
    -0.76715    -2.61873    -3.29092   420.53034
    -0.76647    -2.61739    -3.29019   421.01162
    -0.76580    -2.61606    -3.28946   421.49363
    -0.76512    -2.61472    -3.28874   421.97636
    -0.76444    -2.61338    -3.28801   422.45982
    -0.76377    -2.61204    -3.28728   422.94401
    -0.76309    -2.61070    -3.28655   423.42892
    -0.76242    -2.60936    -3.28583   423.91457
    -0.76174    -2.60803    -3.28510   424.40096
    -0.76107    -2.60669    -3.28437   424.88807
    -0.76039    -2.60535    -3.28364   425.37592
    -0.75972    -2.60401    -3.28291   425.86451
    -0.75904    -2.60268    -3.28218   426.35384
    -0.75837    -2.60134    -3.28145   426.84391
    -0.75769    -2.60000    -3.28072   427.33471
    -0.75702    -2.59866    -3.27998   427.82626
    -0.75635    -2.59733    -3.27925   428.31856
    -0.75567    -2.59599    -3.27852   428.81160
    -0.75500    -2.59465    -3.27779   429.30538
    -0.75432    -2.59332    -3.27705   429.79992
    -0.75365    -2.59198    -3.27632   430.29520
    -0.75298    -2.59064    -3.27559   430.79124
    -0.75231    -2.58931    -3.27485   431.28802
    -0.75163    -2.58797    -3.27412   431.78556
    -0.75096    -2.58663    -3.27338   432.28386
    -0.75029    -2.58530    -3.27265   432.78291
    -0.74962    -2.58396    -3.27191   433.28272
    -0.74895    -2.58263    -3.27117   433.78329
    -0.74827    -2.58129    -3.27044   434.28462
    -0.74760    -2.57995    -3.26970   434.78671
    -0.74693    -2.57862    -3.26896   435.28957
    -0.74626    -2.57728    -3.26822   435.79319
    -0.74559    -2.57595    -3.26748   436.29758
    -0.74492    -2.57461    -3.26675   436.80274
    -0.74425    -2.57328    -3.26601   437.30867
    -0.74358    -2.57194    -3.26527   437.81536
    -0.74291    -2.57061    -3.26453   438.32283
    -0.74224    -2.56927    -3.26379   438.83108
    -0.74157    -2.56794    -3.26305   439.34010
    -0.74090    -2.56661    -3.26231   439.84990
    -0.74023    -2.56527    -3.26156   440.36047
    -0.73956    -2.56394    -3.26082   440.87183
    -0.73890    -2.56260    -3.26008   441.38396
    -0.73823    -2.56127    -3.25934   441.89688
    -0.73756    -2.55994    -3.25859   442.41059
    -0.73689    -2.55860    -3.25785   442.92508
    -0.73622    -2.55727    -3.25711   443.44035
    -0.73556    -2.55593    -3.25636   443.95642
    -0.73489    -2.55460    -3.25562   444.47328
    -0.73422    -2.55327    -3.25487   444.99093
    -0.73355    -2.55193    -3.25413   445.50937
    -0.73289    -2.55060    -3.25338   446.02861
    -0.73222    -2.54927    -3.25264   446.54864
    -0.73155    -2.54794    -3.25189   447.06947
    -0.73089    -2.54660    -3.25114   447.59110
    -0.73022    -2.54527    -3.25039   448.11353
    -0.72956    -2.54394    -3.24965   448.63677
    -0.72889    -2.54261    -3.24890   449.16081
    -0.72823    -2.54127    -3.24815   449.68565
    -0.72756    -2.53994    -3.24740   450.21130
    -0.72690    -2.53861    -3.24665   450.73777
    -0.72623    -2.53728    -3.24590   451.26504
    -0.72557    -2.53595    -3.24515   451.79312
    -0.72490    -2.53461    -3.24440   452.32202
    -0.72424    -2.53328    -3.24365   452.85173
    -0.72357    -2.53195    -3.24290   453.38226
    -0.72291    -2.53062    -3.24215   453.91360
    -0.72225    -2.52929    -3.24140   454.44577
    -0.72158    -2.52796    -3.24064   454.97876
    -0.72092    -2.52663    -3.23989   455.51257
    -0.72026    -2.52530    -3.23914   456.04720
    -0.71959    -2.52397    -3.23838   456.58266
    -0.71893    -2.52264    -3.23763   457.11895
    -0.71827    -2.52131    -3.23687   457.65607
    -0.71761    -2.51998    -3.23612   458.19402
    -0.71695    -2.51864    -3.23536   458.73280
    -0.71628    -2.51731    -3.23461   459.27241
    -0.71562    -2.51599    -3.23385   459.81287
    -0.71496    -2.51466    -3.23310   460.35415
    -0.71430    -2.51333    -3.23234   460.89628
    -0.71364    -2.51200    -3.23158   461.43925
    -0.71298    -2.51067    -3.23082   461.98306
    -0.71232    -2.50934    -3.23007   462.52771
    -0.71166    -2.50801    -3.22931   463.07321
    -0.71100    -2.50668    -3.22855   463.61956
    -0.71034    -2.50535    -3.22779   464.16675
    -0.70968    -2.50402    -3.22703   464.71480
    -0.70902    -2.50269    -3.22627   465.26370
    -0.70836    -2.50136    -3.22551   465.81345
    -0.70770    -2.50004    -3.22475   466.36405
    -0.70704    -2.49871    -3.22399   466.91552
    -0.70638    -2.49738    -3.22323   467.46784
    -0.70572    -2.49605    -3.22247   468.02102
    -0.70506    -2.49472    -3.22170   468.57507
    -0.70441    -2.49340    -3.22094   469.12997
    -0.70375    -2.49207    -3.22018   469.68575
    -0.70309    -2.49074    -3.21941   470.24239
    -0.70243    -2.48941    -3.21865   470.79990
    -0.70178    -2.48809    -3.21789   471.35828
    -0.70112    -2.48676    -3.21712   471.91753
    -0.70046    -2.48543    -3.21636   472.47765
    -0.69981    -2.48410    -3.21559   473.03866
    -0.69915    -2.48278    -3.21483   473.60053
    -0.69849    -2.48145    -3.21406   474.16329
    -0.69784    -2.48012    -3.21329   474.72693
    -0.69718    -2.47880    -3.21253   475.29145
    -0.69653    -2.47747    -3.21176   475.85685
    -0.69587    -2.47615    -3.21099   476.42314
    -0.69522    -2.47482    -3.21022   476.99032
    -0.69456    -2.47349    -3.20945   477.55839
    -0.69391    -2.47217    -3.20868   478.12735
    -0.69325    -2.47084    -3.20792   478.69720
    -0.69260    -2.46952    -3.20715   479.26794
    -0.69194    -2.46819    -3.20638   479.83958
    -0.69129    -2.46687    -3.20561   480.41212
    -0.69063    -2.46554    -3.20483   480.98556
    -0.68998    -2.46422    -3.20406   481.55991
    -0.68933    -2.46289    -3.20329   482.13515
    -0.68867    -2.46157    -3.20252   482.71130
    -0.68802    -2.46024    -3.20175   483.28836
    -0.68737    -2.45892    -3.20097   483.86632
    -0.68672    -2.45759    -3.20020   484.44520
    -0.68606    -2.45627    -3.19943   485.02498
    -0.68541    -2.45494    -3.19865   485.60569
    -0.68476    -2.45362    -3.19788   486.18730
    -0.68411    -2.45230    -3.19710   486.76984
    -0.68346    -2.45097    -3.19633   487.35329
    -0.68281    -2.44965    -3.19555   487.93767
    -0.68215    -2.44832    -3.19478   488.52297
    -0.68150    -2.44700    -3.19400   489.10919
    -0.68085    -2.44568    -3.19322   489.69634
    -0.68020    -2.44435    -3.19245   490.28442
    -0.67955    -2.44303    -3.19167   490.87343
    -0.67890    -2.44171    -3.19089   491.46337
    -0.67825    -2.44039    -3.19011   492.05425
    -0.67760    -2.43906    -3.18933   492.64606
    -0.67695    -2.43774    -3.18855   493.23881
    -0.67630    -2.43642    -3.18778   493.83250
    -0.67566    -2.43510    -3.18700   494.42713
    -0.67501    -2.43377    -3.18621   495.02270
    -0.67436    -2.43245    -3.18543   495.61922
    -0.67371    -2.43113    -3.18465   496.21669
    -0.67306    -2.42981    -3.18387   496.81510
    -0.67241    -2.42849    -3.18309   497.41447
    -0.67177    -2.42717    -3.18231   498.01479
    -0.67112    -2.42584    -3.18152   498.61606
    -0.67047    -2.42452    -3.18074   499.21829
    -0.66982    -2.42320    -3.17996   499.82148
    -0.66918    -2.42188    -3.17917   500.42563
    -0.66853    -2.42056    -3.17839   501.03074
    -0.66788    -2.41924    -3.17761   501.63681
    -0.66724    -2.41792    -3.17682   502.24386
    -0.66659    -2.41660    -3.17604   502.85186
    -0.66595    -2.41528    -3.17525   503.46084
    -0.66530    -2.41396    -3.17446   504.07079
    -0.66465    -2.41264    -3.17368   504.68172
    -0.66401    -2.41132    -3.17289   505.29362
    -0.66336    -2.41000    -3.17210   505.90649
    -0.66272    -2.40868    -3.17131   506.52035
    -0.66208    -2.40736    -3.17053   507.13519
    -0.66143    -2.40604    -3.16974   507.75101
    -0.66079    -2.40472    -3.16895   508.36782
    -0.66014    -2.40340    -3.16816   508.98562
    -0.65950    -2.40208    -3.16737   509.60440
    -0.65886    -2.40076    -3.16658   510.22418
    -0.65821    -2.39945    -3.16579   510.84494
    -0.65757    -2.39813    -3.16500   511.46671
    -0.65693    -2.39681    -3.16421   512.08947
    -0.65628    -2.39549    -3.16342   512.71323
    -0.65564    -2.39417    -3.16262   513.33799
    -0.65500    -2.39285    -3.16183   513.96376
    -0.65436    -2.39154    -3.16104   514.59053
    -0.65371    -2.39022    -3.16024   515.21831
    -0.65307    -2.38890    -3.15945   515.84710
    -0.65243    -2.38758    -3.15866   516.47690
    -0.65179    -2.38627    -3.15786   517.10771
    -0.65115    -2.38495    -3.15707   517.73954
    -0.65051    -2.38363    -3.15627   518.37239
    -0.64987    -2.38231    -3.15548   519.00625
    -0.64923    -2.38100    -3.15468   519.64114
    -0.64859    -2.37968    -3.15388   520.27705
    -0.64795    -2.37836    -3.15309   520.91399
    -0.64731    -2.37705    -3.15229   521.55195
    -0.64667    -2.37573    -3.15149   522.19093
    -0.64603    -2.37442    -3.15070   522.83096
    -0.64539    -2.37310    -3.14990   523.47202
    -0.64475    -2.37178    -3.14910   524.11412
    -0.64411    -2.37047    -3.14830   524.75725
    -0.64347    -2.36915    -3.14750   525.40143
    -0.64283    -2.36784    -3.14670   526.04664
    -0.64220    -2.36652    -3.14590   526.69290
    -0.64156    -2.36521    -3.14510   527.34021
    -0.64092    -2.36389    -3.14430   527.98857
    -0.64028    -2.36258    -3.14350   528.63798
    -0.63965    -2.36126    -3.14269   529.28844
    -0.63901    -2.35995    -3.14189   529.93995
    -0.63837    -2.35863    -3.14109   530.59253
    -0.63774    -2.35732    -3.14029   531.24616
    -0.63710    -2.35600    -3.13948   531.90085
    -0.63646    -2.35469    -3.13868   532.55661
    -0.63583    -2.35337    -3.13787   533.21344
    -0.63519    -2.35206    -3.13707   533.87133
    -0.63456    -2.35075    -3.13627   534.53029
    -0.63392    -2.34943    -3.13546   535.19032
    -0.63329    -2.34812    -3.13465   535.85143
    -0.63265    -2.34681    -3.13385   536.51362
    -0.63202    -2.34549    -3.13304   537.17688
    -0.63138    -2.34418    -3.13223   537.84123
    -0.63075    -2.34287    -3.13143   538.50665
    -0.63011    -2.34156    -3.13062   539.17317
    -0.62948    -2.34024    -3.12981   539.84077
    -0.62885    -2.33893    -3.12900   540.50946
    -0.62821    -2.33762    -3.12819   541.17925
    -0.62758    -2.33631    -3.12738   541.85012
    -0.62695    -2.33499    -3.12657   542.52210
    -0.62631    -2.33368    -3.12576   543.19517
    -0.62568    -2.33237    -3.12495   543.86935
    -0.62505    -2.33106    -3.12414   544.54462
    -0.62442    -2.32975    -3.12333   545.22101
    -0.62379    -2.32844    -3.12252   545.89850
    -0.62315    -2.32712    -3.12171   546.57710
    -0.62252    -2.32581    -3.12090   547.25681
    -0.62189    -2.32450    -3.12008   547.93764
    -0.62126    -2.32319    -3.11927   548.61959
    -0.62063    -2.32188    -3.11846   549.30265
    -0.62000    -2.32057    -3.11764   549.98684
    -0.61937    -2.31926    -3.11683   550.67215
    -0.61874    -2.31795    -3.11601   551.35858
    -0.61811    -2.31664    -3.11520   552.04615
    -0.61748    -2.31533    -3.11438   552.73484
    -0.61685    -2.31402    -3.11357   553.42467
    -0.61622    -2.31271    -3.11275   554.11564
    -0.61559    -2.31140    -3.11193   554.80774
    -0.61496    -2.31009    -3.11112   555.50098
    -0.61433    -2.30878    -3.11030   556.19536
    -0.61370    -2.30747    -3.10948   556.89089
    -0.61308    -2.30616    -3.10866   557.58756
    -0.61245    -2.30485    -3.10784   558.28539
    -0.61182    -2.30355    -3.10702   558.98437
    -0.61119    -2.30224    -3.10620   559.68450
    -0.61056    -2.30093    -3.10538   560.38579
    -0.60994    -2.29962    -3.10456   561.08823
    -0.60931    -2.29831    -3.10374   561.79184
    -0.60868    -2.29700    -3.10292   562.49661
    -0.60806    -2.29570    -3.10210   563.20255
    -0.60743    -2.29439    -3.10128   563.90965
    -0.60680    -2.29308    -3.10046   564.61793
    -0.60618    -2.29177    -3.09963   565.32738
    -0.60555    -2.29047    -3.09881   566.03801
    -0.60493    -2.28916    -3.09799   566.74981
    -0.60430    -2.28785    -3.09716   567.46280
    -0.60368    -2.28655    -3.09634   568.17697
    -0.60305    -2.28524    -3.09552   568.89232
    -0.60243    -2.28393    -3.09469   569.60886
    -0.60180    -2.28263    -3.09387   570.32660
    -0.60118    -2.28132    -3.09304   571.04552
    -0.60056    -2.28001    -3.09221   571.76564
    -0.59993    -2.27871    -3.09139   572.48696
    -0.59931    -2.27740    -3.09056   573.20948
    -0.59869    -2.27610    -3.08973   573.93320
    -0.59806    -2.27479    -3.08890   574.65813
    -0.59744    -2.27349    -3.08808   575.38427
    -0.59682    -2.27218    -3.08725   576.11161
    -0.59619    -2.27087    -3.08642   576.84017
    -0.59557    -2.26957    -3.08559   577.56995
    -0.59495    -2.26827    -3.08476   578.30094
    -0.59433    -2.26696    -3.08393   579.03315
    -0.59371    -2.26566    -3.08310   579.76659
    -0.59309    -2.26435    -3.08227   580.50125
    -0.59246    -2.26305    -3.08144   581.23714
    -0.59184    -2.26174    -3.08061   581.97426
    -0.59122    -2.26044    -3.07977   582.71261
    -0.59060    -2.25914    -3.07894   583.45220
    -0.58998    -2.25783    -3.07811   584.19303
    -0.58936    -2.25653    -3.07728   584.93510
    -0.58874    -2.25522    -3.07644   585.67841
    -0.58812    -2.25392    -3.07561   586.42297
    -0.58750    -2.25262    -3.07477   587.16878
    -0.58688    -2.25132    -3.07394   587.91584
    -0.58627    -2.25001    -3.07310   588.66415
    -0.58565    -2.24871    -3.07227   589.41372
    -0.58503    -2.24741    -3.07143   590.16455
    -0.58441    -2.24611    -3.07060   590.91664
    -0.58379    -2.24480    -3.06976   591.67000
    -0.58317    -2.24350    -3.06892   592.42462
    -0.58256    -2.24220    -3.06808   593.18052
    -0.58194    -2.24090    -3.06725   593.93768
    -0.58132    -2.23960    -3.06641   594.69613
    -0.58071    -2.23829    -3.06557   595.45585
    -0.58009    -2.23699    -3.06473   596.21685
    -0.57947    -2.23569    -3.06389   596.97913
    -0.57886    -2.23439    -3.06305   597.74270
    -0.57824    -2.23309    -3.06221   598.50756
    -0.57762    -2.23179    -3.06137   599.27371
    -0.57701    -2.23049    -3.06053   600.04115
    -0.57639    -2.22919    -3.05969   600.80989
    -0.57578    -2.22789    -3.05885   601.57993
    -0.57516    -2.22659    -3.05800   602.35128
    -0.57455    -2.22529    -3.05716   603.12392
    -0.57393    -2.22399    -3.05632   603.89788
    -0.57332    -2.22269    -3.05547   604.67315
    -0.57270    -2.22139    -3.05463   605.44973
    -0.57209    -2.22009    -3.05379   606.22762
    -0.57148    -2.21879    -3.05294   607.00684
    -0.57086    -2.21749    -3.05210   607.78738
    -0.57025    -2.21619    -3.05125   608.56924
    -0.56964    -2.21489    -3.05041   609.35243
    -0.56902    -2.21360    -3.04956   610.13695
    -0.56841    -2.21230    -3.04871   610.92280
    -0.56780    -2.21100    -3.04787   611.70999
    -0.56719    -2.20970    -3.04702   612.49852
    -0.56658    -2.20840    -3.04617   613.28839
    -0.56596    -2.20710    -3.04532   614.07960
    -0.56535    -2.20581    -3.04448   614.87216
    -0.56474    -2.20451    -3.04363   615.66607
    -0.56413    -2.20321    -3.04278   616.46133
    -0.56352    -2.20191    -3.04193   617.25795
    -0.56291    -2.20062    -3.04108   618.05593
    -0.56230    -2.19932    -3.04023   618.85527
    -0.56169    -2.19802    -3.03938   619.65598
    -0.56108    -2.19673    -3.03853   620.45805
    -0.56047    -2.19543    -3.03767   621.26149
    -0.55986    -2.19413    -3.03682   622.06631
    -0.55925    -2.19284    -3.03597   622.87250
    -0.55864    -2.19154    -3.03512   623.68007
    -0.55803    -2.19025    -3.03426   624.48902
    -0.55742    -2.18895    -3.03341   625.29936
    -0.55682    -2.18766    -3.03256   626.11109
    -0.55621    -2.18636    -3.03170   626.92420
    -0.55560    -2.18506    -3.03085   627.73871
    -0.55499    -2.18377    -3.02999   628.55462
    -0.55438    -2.18247    -3.02914   629.37193
    -0.55378    -2.18118    -3.02828   630.19064
    -0.55317    -2.17988    -3.02742   631.01076
    -0.55256    -2.17859    -3.02657   631.83228
    -0.55196    -2.17730    -3.02571   632.65522
    -0.55135    -2.17600    -3.02485   633.47957
    -0.55074    -2.17471    -3.02400   634.30535
    -0.55014    -2.17341    -3.02314   635.13254
